,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
244366,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_variicola
296587,Eukaryota,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_commoda
473531,Bacteria,,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus_watsonii
1415147,Viruses,,,,Caudovirales,Siphoviridae,,Xylella_phage_Salvo
9545,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca_nemestrina
158836,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter_hormaechei
340044,Bacteria,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium_sp._(Panesthia_angustipennis_spadica)
1130964,Bacteria,,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp._615
1288970,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,Magnetospira_sp._QH-2
47049,Viruses,,,,Caudovirales,Podoviridae,T7likevirus,Kluyvera_phage_Kvp1
85012,Bacteria,,Actinobacteria,Actinobacteria,Streptosporangiales,,,
821,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus
826,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella_termitidis
1283,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_haemolyticus
7868,Eukaryota,Metazoa,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,Callorhinchus_milii
10699,Viruses,,,,Caudovirales,Siphoviridae,,
39492,Bacteria,,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Eubacterium]_siraeum
40577,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus,Xenorhabdus_poinarii
44941,Eukaryota,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,Gigaspora_rosea
55529,Eukaryota,,,Cryptophyta,Pyrenomonadales,Geminigeraceae,Guillardia,Guillardia_theta
85023,Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,,
656519,Bacteria,,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium_hydrogeniformans
724,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,
10690,Viruses,,,,Caudovirales,Myoviridae,Hpunalikevirus,Haemophilus_phage_HP1
11676,Viruses,,,,,Retroviridae,Lentivirus,Human_immunodeficiency_virus_1
911011,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,Xylariaceae_sp._M57-3
1270021,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Lecythophora_sp._YP363
